x,y,z,Tiempo,time stamp
0.002405506,0.07213762,-0.0866774,0.0989622,27/07/2021 12:27:06 a. m.
0.001919981,0.07183487,-0.09380446,0.1060182,27/07/2021 12:27:06 a. m.
0.003091577,0.07300542,-0.09668471,0.0942535,27/07/2021 12:27:06 a. m.
0.002887685,0.07352511,-0.0990044,0.1041472,27/07/2021 12:27:06 a. m.
0.000848677,0.07687371,-0.1021501,0.0996637,27/07/2021 12:27:07 a. m.
-0.0002962388,0.08394644,-0.1046074,0.0977883,27/07/2021 12:27:07 a. m.
-0.001204271,0.0905884,-0.1078938,0.102997,27/07/2021 12:27:07 a. m.
-0.001296733,0.09255365,-0.1112575,0.0976045,27/07/2021 12:27:07 a. m.
-0.0004227199,0.09385459,-0.1120458,0.1014974,27/07/2021 12:27:07 a. m.
4.638359E-05,0.09469223,-0.1134496,0.1011618,27/07/2021 12:27:07 a. m.
0.0005861484,0.09533244,-0.1143594,0.1004573,27/07/2021 12:27:07 a. m.
-0.0022006,0.09331609,-0.1142998,0.0953771,27/07/2021 12:27:07 a. m.
-0.005590055,0.08947306,-0.112993,0.09859,27/07/2021 12:27:07 a. m.
-0.01043496,0.08894259,-0.1109132,0.1050465,27/07/2021 12:27:07 a. m.
-0.01509879,0.08600125,-0.1098286,0.0971286,27/07/2021 12:27:08 a. m.
-0.01879854,0.0842834,-0.1095882,0.1010252,27/07/2021 12:27:08 a. m.
-0.02100887,0.08277797,-0.1098647,0.0979989,27/07/2021 12:27:08 a. m.
-0.02159485,0.08245858,-0.1099233,0.1005611,27/07/2021 12:27:08 a. m.
-0.02400814,0.08174268,-0.1123522,0.1032947,27/07/2021 12:27:08 a. m.
-0.02409817,0.08122059,-0.115943,0.0982336,27/07/2021 12:27:08 a. m.
-0.02149199,0.08230794,-0.1168603,0.1019272,27/07/2021 12:27:08 a. m.
-0.01679017,0.08465564,-0.1151723,0.0960232,27/07/2021 12:27:08 a. m.
-0.01045391,0.08687948,-0.1129952,0.0982423,27/07/2021 12:27:08 a. m.
-0.003723133,0.08736687,-0.1101234,0.1044308,27/07/2021 12:27:08 a. m.
0.002134886,0.08484589,-0.1083663,0.0960027,27/07/2021 12:27:09 a. m.
0.00876537,0.08030497,-0.1057166,0.102446,27/07/2021 12:27:09 a. m.
0.01303394,0.07768797,-0.1003168,0.0979112,27/07/2021 12:27:09 a. m.
0.0174392,0.07531204,-0.09532556,0.1055861,27/07/2021 12:27:09 a. m.
0.02191181,0.07456087,-0.092461,0.0981561,27/07/2021 12:27:09 a. m.
0.02312772,0.07553375,-0.09182627,0.097301,27/07/2021 12:27:09 a. m.
0.02569152,0.07742894,-0.09229872,0.1012476,27/07/2021 12:27:09 a. m.
0.02806757,0.07966668,-0.0944287,0.0980639,27/07/2021 12:27:09 a. m.
0.03090723,0.08249947,-0.09533185,0.1015942,27/07/2021 12:27:09 a. m.
0.03458957,0.0854188,-0.09401287,0.1018775,27/07/2021 12:27:09 a. m.
0.03491892,0.08813857,-0.08851418,0.0964102,27/07/2021 12:27:10 a. m.
0.03461882,0.08946642,-0.08114082,0.1020407,27/07/2021 12:27:10 a. m.
0.03538959,0.09225692,-0.07452433,0.1005156,27/07/2021 12:27:10 a. m.
0.03206074,0.09262933,-0.07043257,0.1018648,27/07/2021 12:27:10 a. m.
