x,y,z,Tiempo,time stamp
-0.0004157089,0.08130339,-0.08231148,0.0979698,27/07/2021 12:21:44 a. m.
0.0001369454,0.08051877,-0.08450532,0.1064364,27/07/2021 12:21:45 a. m.
0.0007586814,0.07968384,-0.08727901,0.096445,27/07/2021 12:21:45 a. m.
0.0006895997,0.07988122,-0.09004432,0.0973829,27/07/2021 12:21:45 a. m.
0.0006895997,0.07999924,-0.09225664,0.1034628,27/07/2021 12:21:45 a. m.
0.001207035,0.08058353,-0.0933287,0.0979192,27/07/2021 12:21:45 a. m.
0.002071369,0.08069225,-0.0944275,0.1018748,27/07/2021 12:21:45 a. m.
0.001931604,0.08097482,-0.09551185,0.0991616,27/07/2021 12:21:45 a. m.
0.001861725,0.08122023,-0.09714931,0.1036071,27/07/2021 12:21:45 a. m.
0.003026944,0.08216939,-0.09816118,0.0939182,27/07/2021 12:21:45 a. m.
0.003026944,0.08222698,-0.09870555,0.0984704,27/07/2021 12:21:45 a. m.
0.00309762,0.08219048,-0.09926005,0.105048,27/07/2021 12:21:46 a. m.
0.003380325,0.08186767,-0.09984727,0.0954998,27/07/2021 12:21:46 a. m.
0.00389123,0.08245171,-0.1003327,0.1053107,27/07/2021 12:21:46 a. m.
0.003606949,0.08290083,-0.1008301,0.0979509,27/07/2021 12:21:46 a. m.
0.003606949,0.08303867,-0.1019129,0.0958611,27/07/2021 12:21:46 a. m.
0.002967309,0.08404521,-0.1028783,0.1053181,27/07/2021 12:21:46 a. m.
0.001332682,0.08639515,-0.1036379,0.0975262,27/07/2021 12:21:46 a. m.
0.001541015,0.0872855,-0.1035106,0.1034187,27/07/2021 12:21:46 a. m.
0.002663236,0.08827553,-0.1044339,0.0976299,27/07/2021 12:21:46 a. m.
0.003221754,0.08885971,-0.1054087,0.1027731,27/07/2021 12:21:46 a. m.
0.004406989,0.0899624,-0.1073498,0.0976387,27/07/2021 12:21:47 a. m.
0.005108267,0.09068493,-0.109871,0.0960409,27/07/2021 12:21:47 a. m.
0.005988076,0.09223429,-0.1116769,0.1045401,27/07/2021 12:21:47 a. m.
0.007626519,0.09397122,-0.1134042,0.0993926,27/07/2021 12:21:47 a. m.
0.007082149,0.09389593,-0.1150018,0.0994431,27/07/2021 12:21:47 a. m.
0.005438372,0.09274291,-0.1158109,0.0982229,27/07/2021 12:21:47 a. m.
0.002735484,0.09056809,-0.1163397,0.1011853,27/07/2021 12:21:47 a. m.
-0.002892416,0.09002148,-0.1164726,0.102092,27/07/2021 12:21:47 a. m.
-0.00703175,0.08853804,-0.115733,0.0982036,27/07/2021 12:21:47 a. m.
-0.01027756,0.08704252,-0.114976,0.1006775,27/07/2021 12:21:47 a. m.
-0.01289645,0.08564148,-0.113066,0.0994559,27/07/2021 12:21:48 a. m.
-0.01500491,0.08497452,-0.1120927,0.0966311,27/07/2021 12:21:48 a. m.
-0.01726888,0.08329896,-0.1113086,0.1028498,27/07/2021 12:21:48 a. m.
-0.01861909,0.08283339,-0.1108368,0.098192,27/07/2021 12:21:48 a. m.
-0.01861909,0.08283339,-0.1108368,0.1041031,27/07/2021 12:21:48 a. m.
-0.01738973,0.08339603,-0.1107295,0.0991281,27/07/2021 12:21:48 a. m.
-0.01616428,0.08376398,-0.1095444,0.1015392,27/07/2021 12:21:48 a. m.
-0.01257964,0.08365966,-0.1051307,0.098486,27/07/2021 12:21:48 a. m.
-0.006501961,0.08101893,-0.09883107,0.0955634,27/07/2021 12:21:48 a. m.
-0.0005953349,0.07674719,-0.09187578,0.1023497,27/07/2021 12:21:48 a. m.
0.003038395,0.07644023,-0.08678527,0.1003744,27/07/2021 12:21:49 a. m.
0.007231563,0.07691604,-0.08338758,0.101939,27/07/2021 12:21:49 a. m.
0.01215652,0.07538602,-0.08109799,0.0991342,27/07/2021 12:21:49 a. m.
0.01509814,0.07283317,-0.07988571,0.0963273,27/07/2021 12:21:49 a. m.
0.01622726,0.07263251,-0.08046174,0.1021077,27/07/2021 12:21:49 a. m.
0.01888953,0.07304712,-0.08047159,0.1010507,27/07/2021 12:21:49 a. m.
0.02132139,0.07254004,-0.08045955,0.1027261,27/07/2021 12:21:49 a. m.
0.02354649,0.07358743,-0.08048441,0.0973251,27/07/2021 12:21:49 a. m.
0.02576418,0.0746668,-0.08051005,0.1004673,27/07/2021 12:21:49 a. m.
0.02781658,0.0759712,-0.07997231,0.1016802,27/07/2021 12:21:49 a. m.
0.02936788,0.07538722,-0.08166878,0.0963121,27/07/2021 12:21:50 a. m.
0.02952605,0.07519941,-0.08452265,0.1036103,27/07/2021 12:21:50 a. m.
0.03036968,0.07552759,-0.08794318,0.0957176,27/07/2021 12:21:50 a. m.
0.03181629,0.07639858,-0.08962235,0.1022487,27/07/2021 12:21:50 a. m.
0.030894,0.07623997,-0.0901967,0.1009398,27/07/2021 12:21:50 a. m.
0.02984241,0.07494162,-0.08910452,0.0989404,27/07/2021 12:21:50 a. m.
0.02815238,0.07433251,-0.08567496,0.100839,27/07/2021 12:21:50 a. m.
0.02668361,0.07481106,-0.08108655,0.0970274,27/07/2021 12:21:50 a. m.
0.02390166,0.07690096,-0.07886741,0.10509,27/07/2021 12:21:50 a. m.
0.0229407,0.07929221,-0.07728259,0.0980136,27/07/2021 12:21:50 a. m.
0.02157351,0.07981278,-0.07508658,0.1019857,27/07/2021 12:21:51 a. m.
0.02075237,0.07965831,-0.07396404,0.0994855,27/07/2021 12:21:51 a. m.
0.01974837,0.08084628,-0.07404736,0.0975906,27/07/2021 12:21:51 a. m.
0.01908603,0.0805669,-0.07236673,0.1018919,27/07/2021 12:21:51 a. m.
0.01928499,0.08165039,-0.07080387,0.0982541,27/07/2021 12:21:51 a. m.
0.02125764,0.08301142,-0.06929196,0.1023426,27/07/2021 12:21:51 a. m.
0.02411824,0.08594817,-0.06584054,0.0953499,27/07/2021 12:21:51 a. m.
0.02580963,0.08791737,-0.06290404,0.1021128,27/07/2021 12:21:51 a. m.
0.02758256,0.08858694,-0.0608751,0.09939,27/07/2021 12:21:51 a. m.
0.0299373,0.08852306,-0.05979276,0.1004303,27/07/2021 12:21:51 a. m.
0.03149314,0.08812305,-0.05918239,0.1006268,27/07/2021 12:21:52 a. m.
0.03092976,0.08768745,-0.05856143,0.1001573,27/07/2021 12:21:52 a. m.
0.02808532,0.08600399,-0.05933955,0.0980737,27/07/2021 12:21:52 a. m.
0.02114721,0.08263068,-0.06374262,0.1033747,27/07/2021 12:21:52 a. m.
0.01358208,0.08161674,-0.06914537,0.0951982,27/07/2021 12:21:52 a. m.
0.006127372,0.08358189,-0.07423921,0.1062882,27/07/2021 12:21:52 a. m.
-0.0006481744,0.08654593,-0.07815145,0.0971055,27/07/2021 12:21:52 a. m.
-0.00636122,0.0874263,-0.0797639,0.1021544,27/07/2021 12:21:52 a. m.
-0.01081811,0.08557154,-0.08023731,0.0990549,27/07/2021 12:21:52 a. m.
-0.01429189,0.08351015,-0.08018041,0.0975541,27/07/2021 12:21:52 a. m.
-0.01863394,0.08161314,-0.08012804,0.1010118,27/07/2021 12:21:53 a. m.
-0.02301357,0.0798496,-0.08007938,0.1003581,27/07/2021 12:21:53 a. m.
-0.02602165,0.07839815,-0.08003931,0.0997858,27/07/2021 12:21:53 a. m.
-0.02775386,0.07737361,-0.0805743,0.0999059,27/07/2021 12:21:53 a. m.
-0.02895131,0.07678202,-0.08056027,0.0963593,27/07/2021 12:21:53 a. m.
-0.03060256,0.07557793,-0.08110179,0.1052952,27/07/2021 12:21:53 a. m.
-0.0313606,0.07561791,-0.08110259,0.0977226,27/07/2021 12:21:53 a. m.
-0.02944745,0.07626395,-0.08111544,0.1008136,27/07/2021 12:21:53 a. m.
-0.02780738,0.07745503,-0.0845153,0.0999894,27/07/2021 12:21:53 a. m.
-0.02591198,0.07841356,-0.09234752,0.0999298,27/07/2021 12:21:53 a. m.
-0.02602165,0.07931397,-0.1001325,0.1014028,27/07/2021 12:21:54 a. m.
-0.02656125,0.0795713,-0.1051806,0.0976587,27/07/2021 12:21:54 a. m.
-0.02704901,0.07970063,-0.1091425,0.0997121,27/07/2021 12:21:54 a. m.
-0.02770033,0.08014327,-0.1124968,0.1013129,27/07/2021 12:21:54 a. m.
-0.02900396,0.08048459,-0.1158845,0.0990164,27/07/2021 12:21:54 a. m.
-0.02944745,0.08040246,-0.1182275,0.1001652,27/07/2021 12:21:54 a. m.
-0.03055124,0.08018545,-0.120625,0.1000808,27/07/2021 12:21:54 a. m.
-0.03201628,0.08060003,-0.1222854,0.1018382,27/07/2021 12:21:54 a. m.
-0.03267222,0.08058589,-0.1228805,0.0980127,27/07/2021 12:21:54 a. m.
-0.03287217,0.08056144,-0.1211167,0.1029502,27/07/2021 12:21:54 a. m.
-0.03407184,0.08227348,-0.1172051,0.0973795,27/07/2021 12:21:55 a. m.
