x,y,z,Tiempo,time stamp
0.006239593,0.07701227,-0.08373177,0.1012225,27/07/2021 12:26:03 a. m.
0.007513463,0.07531442,-0.08720095,0.1064076,27/07/2021 12:26:03 a. m.
0.004597172,0.07184644,-0.09261464,0.0962693,27/07/2021 12:26:03 a. m.
0.003839213,0.0718709,-0.09618379,0.0993736,27/07/2021 12:26:03 a. m.
0.00328381,0.07168733,-0.09978718,0.0979341,27/07/2021 12:26:03 a. m.
0.003981829,0.07359346,-0.1019612,0.1041881,27/07/2021 12:26:03 a. m.
0.001778755,0.07840043,-0.1042683,0.0968098,27/07/2021 12:26:04 a. m.
-0.0006441213,0.08477584,-0.1067057,0.1004325,27/07/2021 12:26:04 a. m.
-0.001399469,0.08728566,-0.107938,0.1012545,27/07/2021 12:26:04 a. m.
-0.002035644,0.0872796,-0.1095886,0.0972883,27/07/2021 12:26:04 a. m.
-0.00210521,0.08779991,-0.1116935,0.1046856,27/07/2021 12:26:04 a. m.
-0.0004836284,0.08931304,-0.1124791,0.0975168,27/07/2021 12:26:04 a. m.
0.001683068,0.09313913,-0.1111357,0.0962884,27/07/2021 12:26:04 a. m.
0.003309596,0.09437905,-0.1108778,0.1020414,27/07/2021 12:26:04 a. m.
0.002547424,0.09413503,-0.1104016,0.0996054,27/07/2021 12:26:04 a. m.
-0.001631264,0.09115883,-0.1077914,0.1042658,27/07/2021 12:26:04 a. m.
-0.00689951,0.08866615,-0.1049891,0.0966079,27/07/2021 12:26:05 a. m.
-0.01227689,0.08817548,-0.1045242,0.0992611,27/07/2021 12:26:05 a. m.
-0.01528356,0.08697727,-0.1063457,0.1033728,27/07/2021 12:26:05 a. m.
-0.0174357,0.08559773,-0.1076793,0.0948661,27/07/2021 12:26:05 a. m.
-0.0187042,0.08532917,-0.1088384,0.1020158,27/07/2021 12:26:05 a. m.
-0.01909893,0.08510848,-0.1111175,0.1021366,27/07/2021 12:26:05 a. m.
-0.01967654,0.08571541,-0.1155006,0.1015616,27/07/2021 12:26:05 a. m.
-0.0204332,0.08676668,-0.1197929,0.0980159,27/07/2021 12:26:05 a. m.
-0.01991516,0.08807217,-0.1228666,0.0962541,27/07/2021 12:26:05 a. m.
-0.01858318,0.0885677,-0.123296,0.1028748,27/07/2021 12:26:05 a. m.
-0.01647627,0.09108681,-0.1214423,0.1000313,27/07/2021 12:26:06 a. m.
-0.01146648,0.09306347,-0.1165162,0.1004013,27/07/2021 12:26:06 a. m.
-0.006182965,0.09596135,-0.1115904,0.0979542,27/07/2021 12:26:06 a. m.
-0.000776384,0.098603,-0.1054482,0.1019196,27/07/2021 12:26:06 a. m.
0.004308999,0.09722087,-0.1031539,0.1012073,27/07/2021 12:26:06 a. m.
0.008980587,0.0977218,-0.1010719,0.0974522,27/07/2021 12:26:06 a. m.
0.01200153,0.09807758,-0.09803884,0.1047646,27/07/2021 12:26:06 a. m.
0.01472382,0.09674826,-0.09418972,0.0994224,27/07/2021 12:26:06 a. m.
0.01795726,0.09513449,-0.09179978,0.100732,27/07/2021 12:26:06 a. m.
0.02015433,0.0947058,-0.08829689,0.0981747,27/07/2021 12:26:06 a. m.
0.02112113,0.09569661,-0.08377114,0.0980857,27/07/2021 12:26:07 a. m.
0.02120395,0.09566378,-0.07977663,0.1017249,27/07/2021 12:26:07 a. m.
0.02172568,0.09634135,-0.07581824,0.0993307,27/07/2021 12:26:07 a. m.
0.02293077,0.09747415,-0.0719306,0.1016335,27/07/2021 12:26:07 a. m.
