x,y,z,Tiempo,time stamp
-0.00331058,0.0773655,-0.08821701,0.1002103,27/07/2021 01:05:25 a. m.
-0.007422309,0.07495096,-0.09520587,0.1016138,27/07/2021 01:05:25 a. m.
-0.009173747,0.07423384,-0.1005059,0.0994025,27/07/2021 01:05:25 a. m.
-0.007422309,0.07580372,-0.1032331,0.098862,27/07/2021 01:05:25 a. m.
-0.005622376,0.07686197,-0.1025184,0.1030905,27/07/2021 01:05:25 a. m.
-0.004233669,0.0771215,-0.1007609,0.0978983,27/07/2021 01:05:25 a. m.
-0.0006200559,0.07920427,-0.0988272,0.1018474,27/07/2021 01:05:25 a. m.
0.001643222,0.08111604,-0.1003043,0.0989352,27/07/2021 01:05:25 a. m.
0.0006482787,0.08179501,-0.1041304,0.0993108,27/07/2021 01:05:26 a. m.
0.002384637,0.08509084,-0.109163,0.0988118,27/07/2021 01:05:26 a. m.
-0.002046768,0.08707238,-0.1120921,0.1011826,27/07/2021 01:05:26 a. m.
-0.009109195,0.08795608,-0.1130064,0.1022261,27/07/2021 01:05:26 a. m.
-0.0108845,0.08844916,-0.1139967,0.0969394,27/07/2021 01:05:26 a. m.
-0.0110147,0.08900798,-0.1155166,0.099531,27/07/2021 01:05:26 a. m.
-0.01183297,0.08917262,-0.1160274,0.1021317,27/07/2021 01:05:26 a. m.
-0.01209174,0.08943925,-0.1154156,0.0988128,27/07/2021 01:05:26 a. m.
-0.01434036,0.08929054,-0.1154505,0.1023212,27/07/2021 01:05:26 a. m.
-0.0191463,0.08753056,-0.1175338,0.097849,27/07/2021 01:05:26 a. m.
-0.02595605,0.08534225,-0.1192107,0.1037715,27/07/2021 01:05:27 a. m.
-0.02727592,0.08427601,-0.1160565,0.0971782,27/07/2021 01:05:27 a. m.
-0.02314876,0.08852334,-0.1074612,0.0984117,27/07/2021 01:05:27 a. m.
-0.01610275,0.09277721,-0.09845866,0.1003335,27/07/2021 01:05:27 a. m.
-0.009893429,0.09647866,-0.09062453,0.0980083,27/07/2021 01:05:27 a. m.
-0.003868204,0.09672336,-0.08471872,0.1044599,27/07/2021 01:05:27 a. m.
0.001430701,0.09532852,-0.07877232,0.0983731,27/07/2021 01:05:27 a. m.
0.004793644,0.09475894,-0.07224476,0.0958638,27/07/2021 01:05:27 a. m.
0.01042117,0.0919549,-0.06528115,0.1050509,27/07/2021 01:05:27 a. m.
0.01705067,0.08591595,-0.06005457,0.0981738,27/07/2021 01:05:27 a. m.
0.02187656,0.08164489,-0.05817676,0.1027603,27/07/2021 01:05:28 a. m.
0.02497675,0.07816373,-0.05695996,0.0970908,27/07/2021 01:05:28 a. m.
0.02705243,0.07718155,-0.05560386,0.103809,27/07/2021 01:05:28 a. m.
0.02706936,0.07489586,-0.06167063,0.0978944,27/07/2021 01:05:28 a. m.
