x,y,z,Tiempo,time stamp
-0.00699741,0.07577094,-0.08645308,0.0984282,27/07/2021 01:08:48 a. m.
-0.009504598,0.07591042,-0.09105685,0.1182881,27/07/2021 01:08:48 a. m.
-0.01187256,0.07455701,-0.09461643,0.0851323,27/07/2021 01:08:48 a. m.
-0.0148437,0.07552459,-0.0957076,0.0983635,27/07/2021 01:08:49 a. m.
-0.01508214,0.075845,-0.09452489,0.0977719,27/07/2021 01:08:49 a. m.
-0.01375342,0.07634398,-0.09448943,0.1015582,27/07/2021 01:08:49 a. m.
-0.01321173,0.07689192,-0.09559968,0.0988783,27/07/2021 01:08:49 a. m.
-0.01506263,0.0813662,-0.09580415,0.1009713,27/07/2021 01:08:49 a. m.
-0.01478864,0.08227254,-0.09628345,0.1020199,27/07/2021 01:08:49 a. m.
-0.01299304,0.08339093,-0.09783871,0.098884,27/07/2021 01:08:49 a. m.
-0.01248137,0.08429158,-0.1015964,0.1028797,27/07/2021 01:08:49 a. m.
-0.008999128,0.0867567,-0.1039999,0.0984205,27/07/2021 01:08:49 a. m.
-0.005703744,0.08928245,-0.1047009,0.0955777,27/07/2021 01:08:49 a. m.
-0.005703744,0.08972136,-0.1073112,0.1048871,27/07/2021 01:08:50 a. m.
-0.005149078,0.09059364,-0.1098381,0.0951125,27/07/2021 01:08:50 a. m.
-0.004734043,0.09116884,-0.1097264,0.1052192,27/07/2021 01:08:50 a. m.
-0.006463531,0.08962876,-0.1073273,0.0969471,27/07/2021 01:08:50 a. m.
-0.01065275,0.08705752,-0.1055885,0.1001313,27/07/2021 01:08:50 a. m.
-0.009238075,0.08632297,-0.1068023,0.1018882,27/07/2021 01:08:50 a. m.
-0.006908093,0.08781149,-0.107099,0.0972723,27/07/2021 01:08:50 a. m.
-0.01205086,0.09063108,-0.1066195,0.103601,27/07/2021 01:08:50 a. m.
-0.01577633,0.09073945,-0.1087371,0.0982511,27/07/2021 01:08:50 a. m.
-0.0188013,0.08998344,-0.1115811,0.1021658,27/07/2021 01:08:50 a. m.
-0.02394356,0.08844171,-0.1113508,0.0964314,27/07/2021 01:08:51 a. m.
-0.02833042,0.08552437,-0.1108229,0.0978948,27/07/2021 01:08:51 a. m.
-0.02878592,0.08359153,-0.1111983,0.1047003,27/07/2021 01:08:51 a. m.
-0.02517679,0.07805075,-0.1122746,0.0961224,27/07/2021 01:08:51 a. m.
-0.02380223,0.07802495,-0.1105178,0.1053116,27/07/2021 01:08:51 a. m.
-0.02238672,0.07938407,-0.1085323,0.0964003,27/07/2021 01:08:51 a. m.
-0.01634971,0.0841508,-0.1016141,0.0999721,27/07/2021 01:08:51 a. m.
-0.01100425,0.08746427,-0.09423205,0.0996908,27/07/2021 01:08:51 a. m.
-0.007068459,0.08959514,-0.08622704,0.1009953,27/07/2021 01:08:51 a. m.
-0.002061989,0.09294708,-0.08057667,0.1021379,27/07/2021 01:08:51 a. m.
0.001481246,0.09515006,-0.07562475,0.0978913,27/07/2021 01:08:52 a. m.
0.005655423,0.09821271,-0.06794377,0.1018753,27/07/2021 01:08:52 a. m.
0.01015355,0.09700189,-0.06173961,0.0991261,27/07/2021 01:08:52 a. m.
0.01411851,0.09442582,-0.05659084,0.0949695,27/07/2021 01:08:52 a. m.
0.01614948,0.09401456,-0.05279285,0.1064498,27/07/2021 01:08:52 a. m.
0.01692936,0.0949732,-0.04982944,0.0975222,27/07/2021 01:08:52 a. m.
0.01513539,0.09459296,-0.04648352,0.0989931,27/07/2021 01:08:52 a. m.
0.01181114,0.09314595,-0.04161592,0.1021827,27/07/2021 01:08:52 a. m.
0.01064479,0.09139177,-0.04047461,0.0956476,27/07/2021 01:08:52 a. m.
0.01559933,0.09098648,-0.04091184,0.1046585,27/07/2021 01:08:52 a. m.
0.01822732,0.09165759,-0.03999273,0.0984865,27/07/2021 01:08:53 a. m.
0.01807237,0.09182902,-0.0400501,0.1008991,27/07/2021 01:08:53 a. m.
0.02206053,0.09200117,-0.03953804,0.0992235,27/07/2021 01:08:53 a. m.
0.02664535,0.09292947,-0.03871697,0.1014001,27/07/2021 01:08:53 a. m.
0.02696835,0.09242488,-0.03911236,0.097177,27/07/2021 01:08:53 a. m.
0.02761412,0.09283756,-0.03925407,0.1010727,27/07/2021 01:08:53 a. m.
0.02896765,0.09383653,-0.0423985,0.102518,27/07/2021 01:08:53 a. m.
0.02389991,0.09339534,-0.0472303,0.0983577,27/07/2021 01:08:53 a. m.
0.01838227,0.08799148,-0.0524514,0.1016652,27/07/2021 01:08:53 a. m.
0.01724161,0.08583152,-0.05810574,0.0989104,27/07/2021 01:08:53 a. m.
0.01478627,0.08331817,-0.06268728,0.0981561,27/07/2021 01:08:54 a. m.
0.01201209,0.08082706,-0.0623073,0.0993994,27/07/2021 01:08:54 a. m.
0.01451729,0.07923429,-0.05975938,0.1008654,27/07/2021 01:08:54 a. m.
0.01837254,0.08179669,-0.05962344,0.0994012,27/07/2021 01:08:54 a. m.
0.01457343,0.08588757,-0.06307918,0.1005267,27/07/2021 01:08:54 a. m.
0.004019544,0.09044485,-0.06747074,0.0999825,27/07/2021 01:08:54 a. m.
-0.005908448,0.08839777,-0.07200524,0.0996724,27/07/2021 01:08:54 a. m.
-0.01594907,0.08506314,-0.07658602,0.0999766,27/07/2021 01:08:54 a. m.
-0.02349713,0.08624125,-0.07772152,0.1020006,27/07/2021 01:08:54 a. m.
-0.03078205,0.0878624,-0.0751463,0.0986273,27/07/2021 01:08:54 a. m.
-0.03460275,0.08775446,-0.06820789,0.1010302,27/07/2021 01:08:55 a. m.
