-9.193877999999999773e-02,3.518690000000000012e-02,3.303185399999999383e-01,-4.981140000000000567e-02,2.341379999999999850e-02,2.041818000000000799e-01,3.578790142529999496e+00,3.325686742739999868e+00,9.508247949050399475e+05,1.000000000000000000e+01
-7.774646000000000334e-02,3.286531999999999648e-02,3.354279399999999245e-01,8.003999999999993759e-03,-4.001400000000000443e-03,-1.001400000000019028e-03,7.617595800000003751e-04,5.206359000000010439e-04,6.358180247976024546e+00,1.000000000000000000e+01
-6.899115999999999582e-02,3.055499999999999883e-02,3.541154599999999930e-01,7.746000000000002883e-04,-1.638600000000000690e-03,1.621919999999999959e-02,6.723253200000016330e-04,6.495840300000011065e-04,5.082177774993405173e+00,1.000000000000000000e+01
-7.296153999999999140e-02,3.290866000000000624e-02,3.513089000000000905e-01,-3.630600000000000320e-03,7.505999999999991628e-04,-1.376040000000000596e-02,1.100046720000000516e-03,8.986311900000006460e-04,9.217177216320601829e+00,1.000000000000000000e+01
-7.228640000000000065e-02,3.452324000000000365e-02,3.402397399999999572e-01,-4.693199999999997200e-03,4.481400000000004304e-03,-1.348559999999999690e-02,3.538293390000007629e-03,2.909177010000007103e-03,3.499497029363375589e+01,1.000000000000000000e+01
-8.838250000000000273e-02,3.100982000000000044e-02,3.252586600000000328e-01,-2.118000000000036574e-04,-3.436800000000002006e-03,8.551200000000026141e-03,7.632565350000008152e-03,6.176452260000008312e-03,8.068689940785264980e+01,1.000000000000000000e+01
-7.331308000000000269e-02,3.143961999999999452e-02,3.408343000000000900e-01,8.455800000000004632e-03,6.858000000000031172e-04,6.520199999999976015e-03,4.801822499999994936e-04,2.243791799999995799e-04,4.746382770545125140e+00,1.000000000000000000e+01
-7.038136000000000392e-02,3.139723999999999293e-02,3.545246599999999915e-01,-3.009000000000003425e-03,-1.104000000000000597e-03,4.159199999999996580e-03,5.977326900000023546e-04,5.462485800000020653e-04,4.686572678493004851e+00,1.000000000000000000e+01
-8.858214000000000365e-02,3.395883999999999708e-02,3.384883599999999881e-01,-1.126979999999999649e-02,4.865999999999995221e-04,-1.391579999999997819e-02,1.694317170000001144e-03,6.695606400000008373e-04,1.287974030042335016e+01,1.000000000000000000e+01
-9.755352000000000467e-02,3.857317999999999858e-02,3.247822000000000209e-01,-4.366200000000003238e-03,6.343200000000000227e-03,-3.953400000000007082e-03,9.146231400000039277e-04,6.246770100000037778e-04,1.307104891395392166e+01,1.000000000000000000e+01
