-1.644931000000000032e-01,-6.999574000000001461e-02,2.813318799999999786e-01,-1.019315999999999833e-01,-3.836340000000001277e-02,1.641443999999999681e-01,3.341039807249999161e+00,2.534566547609998555e+00,8.891635948247296037e+05,2.100000000000000000e+01
-1.875925200000000126e-01,-6.646266000000000673e-02,2.662610199999999594e-01,-1.810859999999998859e-02,-6.815999999999988951e-04,3.892799999999996177e-03,3.362255069999999912e-03,2.242265880000000183e-03,3.070028084300865601e+01,2.100000000000000000e+01
-1.874482600000000332e-01,-5.642533999999999744e-02,2.799767400000000017e-01,2.307659999999999226e-02,1.126019999999999105e-02,-2.456999999999975696e-03,3.159105149999999994e-03,8.040203399999997424e-04,3.355037281697081397e+01,2.100000000000000000e+01
-1.653898000000000312e-01,-5.083205999999999836e-02,2.793536600000000036e-01,-3.800400000000003688e-03,-4.488000000000000669e-03,2.169600000000005031e-03,2.498402400000002133e-04,9.243762000000044601e-05,2.409316143658691622e+00,2.100000000000000000e+01
-1.710797599999999974e-01,-6.030122000000000260e-02,2.711356599999999450e-01,-5.752199999999990307e-03,-5.480400000000001590e-03,-1.401240000000002553e-02,1.813850070000000252e-03,1.414128600000000811e-03,1.439183233462763845e+01,2.100000000000000000e+01
-1.695008199999999965e-01,-3.967003999999999669e-02,2.771280199999999749e-01,9.982799999999991333e-03,1.314660000000000654e-02,2.178780000000002381e-02,6.696192900000008663e-03,5.935217580000005932e-03,6.252711409683228538e+01,2.100000000000000000e+01
-1.543666399999999994e-01,-4.344760000000000982e-02,2.769972399999999779e-01,6.088799999999994043e-03,-3.378000000000006215e-04,-1.237500000000000232e-02,8.484203399999995206e-04,7.397885999999988076e-04,8.572378400665492393e+00,2.100000000000000000e+01
-1.403356399999999837e-01,-5.285207999999999573e-02,2.838471000000000188e-01,1.020000000000000941e-02,-1.045620000000000056e-02,1.335480000000000000e-02,9.942728700000019824e-04,7.376483100000015081e-04,7.566113426263882502e+00,2.100000000000000000e+01
-1.325027399999999800e-01,-5.975108000000000502e-02,2.982261999999999968e-01,-1.476599999999994584e-03,2.267399999999998410e-03,-7.788000000000028407e-03,1.433723279999999127e-03,1.328004750000000289e-03,1.488526169279983868e+01,2.100000000000000000e+01
-1.654140600000000294e-01,-5.168670000000000209e-02,2.739603199999999239e-01,-2.646780000000001007e-02,1.322399999999998533e-03,-3.209999999999713191e-04,3.127346220000000020e-03,1.141524629999999315e-03,3.105086449039955454e+01,2.100000000000000000e+01
-1.794279999999999764e-01,-5.081199999999998912e-02,2.882404599999999761e-01,-1.287600000000005494e-03,9.966000000000015645e-04,7.435199999999975162e-03,2.180405099999991204e-04,1.558288499999987444e-04,1.757503713776565446e+00,2.100000000000000000e+01
-1.846563400000000021e-01,-5.085981999999999309e-02,2.911786399999999886e-01,-4.296600000000000245e-03,2.346599999999998600e-03,-1.071479999999999135e-02,1.150698360000002160e-03,8.387851500000023143e-04,1.133426216269217512e+01,2.100000000000000000e+01
-1.933759200000000067e-01,-2.732420000000000682e-02,2.941147600000000306e-01,-3.263399999999999634e-03,2.122379999999999753e-02,3.766500000000001791e-02,7.573111709999996721e-03,7.124407979999997954e-03,5.776625726653520587e+01,2.100000000000000000e+01
-1.801029199999999997e-01,-9.951120000000000798e-03,3.347263600000001116e-01,2.363520000000000898e-02,-1.098599999999999273e-03,-7.894200000000017869e-03,2.993157779999997947e-03,7.293411000000001379e-04,3.230295263623600732e+01,2.100000000000000000e+01
-1.549663000000000013e-01,-1.688875999999999919e-02,3.200518200000000424e-01,-5.273999999999944965e-04,-5.830199999999999792e-03,-1.302659999999998888e-02,1.038775589999999189e-03,1.016019359999999379e-03,1.303660294160120259e+01,2.100000000000000000e+01
-1.563110400000000122e-01,-9.923319999999999363e-03,3.000874800000000175e-01,7.738799999999995335e-03,4.927799999999999542e-03,5.692799999999997862e-03,5.926807049999993811e-03,5.289434309999994401e-03,4.574670923500477215e+01,2.100000000000000000e+01
-1.410182000000000102e-01,-6.697360000000000292e-03,3.071853199999999839e-01,3.561599999999998101e-03,5.258400000000000747e-03,6.872999999999995432e-03,2.222723490000002178e-03,2.138164470000002149e-03,1.721660260542474319e+01,2.100000000000000000e+01
-1.331312800000000185e-01,-5.686499999999998847e-03,3.311780400000000069e-01,2.697600000000000085e-03,1.183799999999999826e-03,-1.415400000000000035e-03,8.419317599999968276e-04,7.500571799999974833e-04,6.247869849999859504e+00,2.100000000000000000e+01
-1.529942599999999930e-01,-4.317539999999999920e-03,3.154206200000000404e-01,-1.886099999999999582e-02,9.239999999999967098e-05,-5.041200000000012164e-03,1.619940269999998756e-03,4.216927800000024539e-04,1.239805759313533784e+01,2.100000000000000000e+01
-1.764147600000000038e-01,-2.252040000000000292e-03,3.141478400000000115e-01,-1.172099999999999878e-02,2.659200000000000452e-03,3.244800000000014253e-03,5.219234700000003821e-04,1.131933599999995901e-04,4.953775819433272609e+00,2.100000000000000000e+01
-1.869242799999999982e-01,3.731399999999999951e-04,3.197682400000000369e-01,-2.656200000000008728e-03,4.308000000000000631e-04,9.024000000000031779e-04,3.207567000000032507e-05,5.466300000000129251e-06,3.648180199030038873e-01,2.100000000000000000e+01
-1.815867199999999793e-01,4.649679999999999785e-03,3.113580999999999710e-01,-3.647999999999984588e-04,9.703200000000000366e-03,-1.050299999999999498e-02,2.346313530000005299e-03,1.213184790000002445e-03,2.158104300141657816e+01,2.100000000000000000e+01
-1.700495199999999540e-01,1.856958000000000220e-02,3.257371199999999911e-01,1.648499999999999965e-02,-8.783999999999999924e-04,2.286780000000000410e-02,2.173151159999998829e-03,1.399055189999999201e-03,1.906423265253021171e+01,2.100000000000000000e+01
-1.600475600000000054e-01,1.343505999999999867e-02,3.422672399999999726e-01,1.555200000000006577e-03,-1.713600000000000453e-03,6.293999999999799538e-04,3.240722999999936886e-05,2.398544999999943677e-05,2.961734257109081003e-01,2.100000000000000000e+01
-1.586964999999999903e-01,1.211300000000000050e-02,3.415308200000000682e-01,5.087999999999926349e-04,-3.683999999999999558e-04,-3.408000000000077417e-04,2.060820000000046111e-06,8.559600000000175723e-07,3.282849465468615224e-02,2.100000000000000000e+01
