x,y,z,Tiempo,time stamp
-0.03757886,0.07060961,-0.09990588,0.0994407,03/10/2021 03:23:35 a. m.
-0.03700354,0.07091173,-0.09927627,0.1104505,03/10/2021 03:23:35 a. m.
-0.03691213,0.07069274,-0.09929815,0.0887184,03/10/2021 03:23:35 a. m.
-0.03700354,0.07091173,-0.09927627,0.1046868,03/10/2021 03:23:35 a. m.
-0.03691213,0.07069274,-0.09929815,0.0954969,03/10/2021 03:23:35 a. m.
-0.03643015,0.07134079,-0.09982994,0.1019926,03/10/2021 03:23:35 a. m.
-0.03448429,0.07204086,-0.1009463,0.098945,03/10/2021 03:23:35 a. m.
-0.03151615,0.0739808,-0.1036736,0.1005643,03/10/2021 03:23:35 a. m.
-0.02787792,0.07628538,-0.1074545,0.101451,03/10/2021 03:23:35 a. m.
-0.023094,0.07949021,-0.1115533,0.0976293,03/10/2021 03:23:35 a. m.
-0.01950082,0.08220883,-0.11561,0.1034156,03/10/2021 03:23:36 a. m.
-0.01588966,0.08461475,-0.1179153,0.0994708,03/10/2021 03:23:36 a. m.
-0.01422299,0.08670204,-0.1213721,0.098615,03/10/2021 03:23:36 a. m.
-0.01200322,0.08876469,-0.1230672,0.098708,03/10/2021 03:23:36 a. m.
-0.008986648,0.09022819,-0.122643,0.0981831,03/10/2021 03:23:36 a. m.
-0.008066308,0.09138177,-0.1228654,0.1025308,03/10/2021 03:23:36 a. m.
-0.005609397,0.09021791,-0.1232076,0.1005277,03/10/2021 03:23:36 a. m.
-0.00169735,0.08711339,-0.1241204,0.0991658,03/10/2021 03:23:36 a. m.
0.001136456,0.08441121,-0.1249149,0.0994291,03/10/2021 03:23:36 a. m.
0.004338935,0.08142785,-0.1263921,0.0981515,03/10/2021 03:23:36 a. m.
0.007431105,0.0784911,-0.127268,0.1051732,03/10/2021 03:23:37 a. m.
0.01034081,0.075854,-0.1280546,0.0957708,03/10/2021 03:23:37 a. m.
0.01201387,0.07472693,-0.1277624,0.1013262,03/10/2021 03:23:37 a. m.
0.01439802,0.07379492,-0.1267763,0.0991216,03/10/2021 03:23:37 a. m.
0.01631002,0.07113742,-0.1268962,0.1023664,03/10/2021 03:23:37 a. m.
0.01730143,0.06984601,-0.1272596,0.0983863,03/10/2021 03:23:37 a. m.
0.01866078,0.07002061,-0.1246492,0.099575,03/10/2021 03:23:37 a. m.
0.01951803,0.06959335,-0.122215,0.1002708,03/10/2021 03:23:37 a. m.
0.02065162,0.07028804,-0.1201537,0.1015851,03/10/2021 03:23:37 a. m.
0.02373593,0.0718737,-0.1154571,0.0990015,03/10/2021 03:23:37 a. m.
0.02443625,0.0718003,-0.1130235,0.1011758,03/10/2021 03:23:38 a. m.
0.02443625,0.07136007,-0.1106664,0.0965077,03/10/2021 03:23:38 a. m.
0.02313887,0.07109591,-0.107069,0.1021903,03/10/2021 03:23:38 a. m.
0.02023073,0.07065519,-0.1053186,0.0986613,03/10/2021 03:23:38 a. m.
0.01610662,0.07211988,-0.1051146,0.1019914,03/10/2021 03:23:38 a. m.
0.01433602,0.07299589,-0.103803,0.1014199,03/10/2021 03:23:38 a. m.
0.01469587,0.07222707,-0.1015201,0.1002828,03/10/2021 03:23:38 a. m.
0.01255685,0.07122815,-0.1016356,0.0990258,03/10/2021 03:23:38 a. m.
0.01207693,0.07058344,-0.1017102,0.0995136,03/10/2021 03:23:38 a. m.
0.01395898,0.07057092,-0.1011105,0.0991712,03/10/2021 03:23:38 a. m.
0.01450869,0.07112769,-0.1010483,0.0987175,03/10/2021 03:23:39 a. m.
0.01643279,0.07257395,-0.1020737,0.1050617,03/10/2021 03:23:39 a. m.
0.01697335,0.0732872,-0.103172,0.0972001,03/10/2021 03:23:39 a. m.
0.01780523,0.07363852,-0.1043105,0.0966923,03/10/2021 03:23:39 a. m.
0.01846674,0.07288446,-0.1050081,0.1052732,03/10/2021 03:23:39 a. m.
0.01824623,0.07316313,-0.1049692,0.0955818,03/10/2021 03:23:39 a. m.
0.01908073,0.07336303,-0.1049414,0.1021316,03/10/2021 03:23:39 a. m.
0.01885909,0.07347912,-0.1037395,0.1002704,03/10/2021 03:23:39 a. m.
0.01915461,0.07295536,-0.1026209,0.0964603,03/10/2021 03:23:39 a. m.
0.01846674,0.07249529,-0.1020831,0.1024869,03/10/2021 03:23:39 a. m.
0.01799703,0.07175984,-0.1015741,0.0975282,03/10/2021 03:23:40 a. m.
0.01777767,0.07190468,-0.1003662,0.1022538,03/10/2021 03:23:40 a. m.
0.01701471,0.0715527,-0.09980793,0.0999109,03/10/2021 03:23:40 a. m.
0.01763144,0.07202748,-0.09975861,0.1059865,03/10/2021 03:23:40 a. m.
0.01763144,0.07209175,-0.100346,0.0961605,03/10/2021 03:23:40 a. m.
0.01831973,0.07254196,-0.1008903,0.0964508,03/10/2021 03:23:40 a. m.
0.01846674,0.07242429,-0.1014973,0.103579,03/10/2021 03:23:40 a. m.
0.01839323,0.07258842,-0.102072,0.0961082,03/10/2021 03:23:40 a. m.
0.01831973,0.07283021,-0.1032303,0.1027779,03/10/2021 03:23:40 a. m.
0.01915461,0.07303075,-0.1032047,0.1017867,03/10/2021 03:23:40 a. m.
0.01930235,0.07284527,-0.1032284,0.0951982,03/10/2021 03:23:41 a. m.
0.01831973,0.07283021,-0.1032303,0.1056749,03/10/2021 03:23:41 a. m.
0.01831973,0.07290796,-0.1038146,0.0963826,03/10/2021 03:23:41 a. m.
0.01839323,0.07281496,-0.1038268,0.1001749,03/10/2021 03:23:41 a. m.
0.01701471,0.07205193,-0.103927,0.0989058,03/10/2021 03:23:41 a. m.
0.01745114,0.07157127,-0.1045903,0.1052594,03/10/2021 03:23:41 a. m.
0.01639605,0.07166187,-0.104578,0.0953949,03/10/2021 03:23:41 a. m.
0.01536776,0.07044505,-0.1047427,0.1002924,03/10/2021 03:23:41 a. m.
0.01606336,0.07081739,-0.1046924,0.1005278,03/10/2021 03:23:41 a. m.
0.01606336,0.07090082,-0.1052844,0.0984808,03/10/2021 03:23:41 a. m.
0.0159194,0.07100559,-0.1046669,0.1037369,03/10/2021 03:23:42 a. m.
0.01661311,0.07122102,-0.1034354,0.0985734,03/10/2021 03:23:42 a. m.
0.01730566,0.07144944,-0.1022082,0.0982408,03/10/2021 03:23:42 a. m.
0.01745114,0.07119045,-0.10164,0.1011743,03/10/2021 03:23:42 a. m.
0.01807015,0.07153053,-0.1004065,0.0972273,03/10/2021 03:23:42 a. m.
0.01868723,0.07200936,-0.1003549,0.1050298,03/10/2021 03:23:42 a. m.
0.01868723,0.07194506,-0.09976718,0.0984021,03/10/2021 03:23:42 a. m.
0.01900685,0.07279851,-0.09967855,0.1028748,03/10/2021 03:23:42 a. m.
0.01908073,0.0727055,-0.0996882,0.0950617,03/10/2021 03:23:42 a. m.
0.01915461,0.07267656,-0.100283,0.099013,03/10/2021 03:23:42 a. m.
0.01900685,0.07279851,-0.09967855,0.1049236,03/10/2021 03:23:43 a. m.
0.01991552,0.07291054,-0.09966692,0.0974563,03/10/2021 03:23:43 a. m.
0.01991552,0.07284891,-0.09908268,0.1016716,03/10/2021 03:23:43 a. m.
0.02030282,0.0736128,-0.09900635,0.0980573,03/10/2021 03:23:43 a. m.
0.02060135,0.07324312,-0.09904329,0.0972925,03/10/2021 03:23:43 a. m.
0.02045208,0.07342795,-0.09902482,0.1027048,03/10/2021 03:23:43 a. m.
0.02091089,0.07404209,-0.09837796,0.0996273,03/10/2021 03:23:43 a. m.
0.02128592,0.07358133,-0.0984222,0.1037942,03/10/2021 03:23:43 a. m.
0.0209859,0.07394994,-0.09838681,0.0954925,03/10/2021 03:23:43 a. m.
0.02121091,0.07367348,-0.09841335,0.0983763,03/10/2021 03:23:43 a. m.
0.02196929,0.0739818,-0.09838375,0.1051522,03/10/2021 03:23:44 a. m.
0.02159238,0.07444107,-0.09833966,0.0980951,03/10/2021 03:23:44 a. m.
0.0210609,0.07385779,-0.09839566,0.1026348,03/10/2021 03:23:44 a. m.
0.01963112,0.07450563,-0.09950125,0.0978291,03/10/2021 03:23:44 a. m.
0.0179892,0.07653817,-0.09929016,0.0999332,03/10/2021 03:23:44 a. m.
0.02060598,0.07710173,-0.100381,0.0984387,03/10/2021 03:23:44 a. m.
0.02310589,0.07437081,-0.1030339,0.0983235,03/10/2021 03:23:44 a. m.
0.02261643,0.07131173,-0.1040243,0.1025723,03/10/2021 03:23:44 a. m.
0.02169766,0.07103314,-0.1028584,0.0974356,03/10/2021 03:23:44 a. m.
0.02169766,0.07103314,-0.1028584,0.1049029,03/10/2021 03:23:44 a. m.
0.02184618,0.07084816,-0.1028812,0.0966148,03/10/2021 03:23:45 a. m.
0.02184618,0.07084816,-0.1028812,0.0985684,03/10/2021 03:23:45 a. m.
0.02291496,0.07086463,-0.1034808,0.1049715,03/10/2021 03:23:45 a. m.
0.02490918,0.0711058,-0.1046533,0.0979253,03/10/2021 03:23:45 a. m.
0.02568154,0.0714282,-0.1046097,0.0997739,03/10/2021 03:23:45 a. m.
0.0257573,0.07133707,-0.104622,0.1013553,03/10/2021 03:23:45 a. m.
0.02621183,0.07070906,-0.1041035,0.1006337,03/10/2021 03:23:45 a. m.
0.02721462,0.0706095,-0.1029107,0.1000314,03/10/2021 03:23:45 a. m.
0.02713849,0.07070046,-0.1028995,0.0953275,03/10/2021 03:23:45 a. m.
0.0276835,0.07130551,-0.1028247,0.1016957,03/10/2021 03:23:45 a. m.
0.02806598,0.07077808,-0.1022885,0.0986562,03/10/2021 03:23:46 a. m.
0.02798948,0.07086878,-0.1022776,0.1060391,03/10/2021 03:23:46 a. m.
0.02783649,0.0710502,-0.1022559,0.0967937,03/10/2021 03:23:46 a. m.
0.02776,0.07114092,-0.1022451,0.0987319,03/10/2021 03:23:46 a. m.
0.0276835,0.07123161,-0.1022343,0.0998854,03/10/2021 03:23:46 a. m.
0.02776,0.07106929,-0.101654,0.1015324,03/10/2021 03:23:46 a. m.
0.02791299,0.07088778,-0.101675,0.1008637,03/10/2021 03:23:46 a. m.
0.0276835,0.07116003,-0.1016435,0.0965201,03/10/2021 03:23:46 a. m.
0.02776,0.07106929,-0.101654,0.1026972,03/10/2021 03:23:46 a. m.
0.02798948,0.07079702,-0.1016855,0.098475,03/10/2021 03:23:46 a. m.
0.0276835,0.07116003,-0.1016435,0.0982709,03/10/2021 03:23:47 a. m.
0.02776,0.07106929,-0.101654,0.1023993,03/10/2021 03:23:47 a. m.
