x,y,z,Tiempo,time stamp
-0.03895362,0.07042631,-0.1051392,0.1015958,03/10/2021 02:44:25 a. m.
-0.03895362,0.07042631,-0.1051392,0.1088968,03/10/2021 02:44:26 a. m.
-0.03895362,0.07034362,-0.1045466,0.0929736,03/10/2021 02:44:26 a. m.
-0.03953765,0.06998669,-0.1045944,0.1016149,03/10/2021 02:44:26 a. m.
-0.03945015,0.06968636,-0.1040287,0.0970874,03/10/2021 02:44:26 a. m.
-0.03958139,0.07009653,-0.1045797,0.1032375,03/10/2021 02:44:26 a. m.
-0.03698538,0.07072393,-0.1032925,0.0982796,03/10/2021 02:44:26 a. m.
-0.03387343,0.07189054,-0.1019539,0.095449,03/10/2021 02:44:26 a. m.
-0.02961409,0.07401557,-0.1022897,0.1039057,03/10/2021 02:44:26 a. m.
-0.02525663,0.07594246,-0.1026344,0.0982307,03/10/2021 02:44:26 a. m.
-0.02100491,0.0780988,-0.1029347,0.1017006,03/10/2021 02:44:26 a. m.
-0.01763615,0.08060568,-0.1042991,0.0979748,03/10/2021 02:44:27 a. m.
-0.01447816,0.08223646,-0.1063048,0.101477,03/10/2021 02:44:27 a. m.
-0.01133913,0.0835095,-0.1055488,0.1016998,03/10/2021 02:44:27 a. m.
-0.006777417,0.08260792,-0.1045718,0.0967061,03/10/2021 02:44:27 a. m.
-0.002845977,0.08061316,-0.1054281,0.1013794,03/10/2021 02:44:27 a. m.
0.0007422678,0.0792773,-0.1061995,0.1006987,03/10/2021 02:44:27 a. m.
0.002198812,0.07971158,-0.1061327,0.0998961,03/10/2021 02:44:27 a. m.
0.003892824,0.08105611,-0.105926,0.0981555,03/10/2021 02:44:27 a. m.
0.005413204,0.08169606,-0.1075169,0.0978666,03/10/2021 02:44:27 a. m.
0.0070059,0.08208068,-0.1080162,0.1031557,03/10/2021 02:44:27 a. m.
0.006934375,0.08217462,-0.1080003,0.1007341,03/10/2021 02:44:28 a. m.
0.008018836,0.08195113,-0.1080382,0.1021902,03/10/2021 02:44:28 a. m.
0.01004682,0.08042561,-0.1077274,0.0958873,03/10/2021 02:44:28 a. m.
0.01040834,0.07977458,-0.1066931,0.102189,03/10/2021 02:44:28 a. m.
0.01121613,0.07968207,-0.1049986,0.1014383,03/10/2021 02:44:28 a. m.
0.01224361,0.07925814,-0.1027839,0.0967387,03/10/2021 02:44:28 a. m.
0.01230642,0.0778159,-0.1018254,0.1029185,03/10/2021 02:44:28 a. m.
0.01332401,0.07650427,-0.1019857,0.0964392,03/10/2021 02:44:28 a. m.
0.0139055,0.0756839,-0.1015053,0.1033691,03/10/2021 02:44:28 a. m.
0.01383281,0.07577764,-0.1014943,0.0976172,03/10/2021 02:44:28 a. m.
0.01487409,0.07561133,-0.1009336,0.0992384,03/10/2021 02:44:29 a. m.
0.01531249,0.07505045,-0.1009977,0.1004164,03/10/2021 02:44:29 a. m.
0.01589704,0.07437185,-0.1016605,0.0985792,03/10/2021 02:44:29 a. m.
0.01650558,0.07477412,-0.1010293,0.1021442,03/10/2021 02:44:29 a. m.
0.01838481,0.07489123,-0.1010159,0.1018471,03/10/2021 02:44:29 a. m.
0.01951306,0.07501631,-0.1033356,0.0960812,03/10/2021 02:44:29 a. m.
0.02004489,0.07591722,-0.1055476,0.1022599,03/10/2021 02:44:29 a. m.
0.02041972,0.07545915,-0.1056145,0.0980305,03/10/2021 02:44:29 a. m.
0.0202698,0.07564237,-0.1055877,0.1048457,03/10/2021 02:44:29 a. m.
0.01966225,0.07533374,-0.1068059,0.0990412,03/10/2021 02:44:29 a. m.
0.01943848,0.07560918,-0.1067636,0.099215,03/10/2021 02:44:30 a. m.
0.01883008,0.07512834,-0.1068375,0.0998938,03/10/2021 02:44:30 a. m.
0.01897849,0.07512961,-0.1080149,0.0959557,03/10/2021 02:44:30 a. m.
0.0190527,0.07523211,-0.1091782,0.1047311,03/10/2021 02:44:30 a. m.
0.01897849,0.07552726,-0.1103087,0.0987343,03/10/2021 02:44:30 a. m.
0.01890428,0.07572392,-0.1108645,0.1023009,03/10/2021 02:44:30 a. m.
0.01966225,0.07612699,-0.1113812,0.0955749,03/10/2021 02:44:30 a. m.
0.02109438,0.07571682,-0.1120498,0.0983704,03/10/2021 02:44:30 a. m.
0.02344747,0.07522807,-0.1115481,0.1059611,03/10/2021 02:44:30 a. m.
0.02704205,0.07466684,-0.1116523,0.096769,03/10/2021 02:44:30 a. m.
0.02927673,0.07330462,-0.1119052,0.1011254,03/10/2021 02:44:31 a. m.
0.03113693,0.07229275,-0.1114877,0.0973081,03/10/2021 02:44:31 a. m.
0.03300667,0.07129432,-0.1110606,0.104098,03/10/2021 02:44:31 a. m.
0.03347662,0.07211427,-0.1115202,0.0969884,03/10/2021 02:44:31 a. m.
0.0336332,0.0719376,-0.1115523,0.1017589,03/10/2021 02:44:31 a. m.
0.03488676,0.07177121,-0.1115825,0.1020532,03/10/2021 02:44:31 a. m.
0.03614391,0.0716124,-0.1116113,0.0961725,03/10/2021 02:44:31 a. m.
0.03684892,0.0720729,-0.1115277,0.1018006,03/10/2021 02:44:31 a. m.
0.03897524,0.07211516,-0.1109148,0.1015246,03/10/2021 02:44:31 a. m.
0.04135051,0.07192526,-0.1103435,0.0952497,03/10/2021 02:44:31 a. m.
0.04199705,0.07113209,-0.1098738,0.1050937,03/10/2021 02:44:32 a. m.
0.04199705,0.07113209,-0.1098738,0.0949144,03/10/2021 02:44:32 a. m.
0.04191622,0.07121838,-0.1098592,0.1022129,03/10/2021 02:44:32 a. m.
