x,y,z,Tiempo,time stamp
-0.03762293,0.07132906,-0.09370264,0.0989511,03/10/2021 02:45:50 a. m.
-0.03762293,0.07136972,-0.09429149,0.1030948,03/10/2021 02:45:50 a. m.
-0.03757739,0.07125988,-0.0942989,0.0969798,03/10/2021 02:45:50 a. m.
-0.03753185,0.07119303,-0.09489584,0.0986346,03/10/2021 02:45:50 a. m.
-0.03506809,0.07069462,-0.09671658,0.1035065,03/10/2021 02:45:50 a. m.
-0.03439902,0.07090466,-0.09729415,0.0990117,03/10/2021 02:45:51 a. m.
-0.0336346,0.07095932,-0.09848022,0.0991299,03/10/2021 02:45:51 a. m.
-0.03286864,0.07096537,-0.09907572,0.0988088,03/10/2021 02:45:51 a. m.
-0.03282044,0.07098231,-0.1002674,0.1017136,03/10/2021 02:45:51 a. m.
-0.03272402,0.07090033,-0.1014722,0.0987152,03/10/2021 02:45:51 a. m.
-0.03233835,0.07033288,-0.1039446,0.0999735,03/10/2021 02:45:51 a. m.
-0.03107949,0.07001888,-0.1094516,0.1037595,03/10/2021 02:45:51 a. m.
-0.03035029,0.07029032,-0.1106274,0.0963373,03/10/2021 02:45:51 a. m.
-0.02986814,0.07049271,-0.1081572,0.1010704,03/10/2021 02:45:51 a. m.
-0.02981862,0.07029126,-0.1075813,0.0986938,03/10/2021 02:45:51 a. m.
-0.03001674,0.07062771,-0.1069239,0.0974116,03/10/2021 02:45:52 a. m.
-0.03001674,0.07062771,-0.1069239,0.1046245,03/10/2021 02:45:52 a. m.
-0.03001674,0.07062771,-0.1069239,0.0967382,03/10/2021 02:45:52 a. m.
-0.02996721,0.07052057,-0.10694,0.1015933,03/10/2021 02:45:52 a. m.
-0.02690072,0.0703296,-0.1057572,0.101815,03/10/2021 02:45:52 a. m.
-0.02637676,0.07075513,-0.1050938,0.0989433,03/10/2021 02:45:52 a. m.
-0.02475924,0.07070149,-0.1057044,0.0990633,03/10/2021 02:45:52 a. m.
-0.02392128,0.07085399,-0.1074947,0.097748,03/10/2021 02:45:52 a. m.
-0.0228673,0.07071293,-0.1099449,0.1030949,03/10/2021 02:45:52 a. m.
