x,y,z,Tiempo,time stamp
-0.0516836,0.06872504,-0.1371668,0.1001632,03/10/2021 03:09:15 a. m.
-0.050777,0.06836957,-0.1379617,0.1000467,03/10/2021 03:09:15 a. m.
-0.05014533,0.06866971,-0.1378574,0.101248,03/10/2021 03:09:15 a. m.
-0.05007518,0.06866667,-0.1385318,0.0984098,03/10/2021 03:09:15 a. m.
-0.04923113,0.06832544,-0.1386519,0.1004627,03/10/2021 03:09:15 a. m.
-0.0485993,0.06863082,-0.1385444,0.1035776,03/10/2021 03:09:15 a. m.
-0.04726712,0.06882324,-0.137804,0.0980308,03/10/2021 03:09:15 a. m.
-0.04645284,0.06860196,-0.1378809,0.0999668,03/10/2021 03:09:15 a. m.
-0.04535208,0.06966219,-0.1375123,0.1002125,03/10/2021 03:09:15 a. m.
-0.04416476,0.07284754,-0.1377168,0.0960866,03/10/2021 03:09:15 a. m.
-0.04349191,0.0767728,-0.1363177,0.1030454,03/10/2021 03:09:16 a. m.
-0.04242517,0.08122685,-0.1347302,0.097094,03/10/2021 03:09:16 a. m.
-0.0416305,0.08560631,-0.1319681,0.1023695,03/10/2021 03:09:16 a. m.
-0.04204025,0.08916513,-0.1289873,0.0983742,03/10/2021 03:09:16 a. m.
-0.04144339,0.09167217,-0.1258877,0.1016559,03/10/2021 03:09:16 a. m.
-0.04024448,0.09247056,-0.1223051,0.1014082,03/10/2021 03:09:16 a. m.
-0.03803487,0.09243298,-0.118488,0.0963777,03/10/2021 03:09:16 a. m.
-0.03633721,0.09281071,-0.1173084,0.1031607,03/10/2021 03:09:16 a. m.
-0.0358418,0.09303928,-0.1167126,0.0981368,03/10/2021 03:09:16 a. m.
-0.03558319,0.09278106,-0.1178556,0.1024434,03/10/2021 03:09:16 a. m.
-0.03227983,0.08895085,-0.1188471,0.0972752,03/10/2021 03:09:17 a. m.
-0.03190598,0.08709899,-0.1204562,0.1013714,03/10/2021 03:09:17 a. m.
-0.03483671,0.08588292,-0.1207811,0.0996154,03/10/2021 03:09:17 a. m.
-0.03779018,0.08472558,-0.1210903,0.0987852,03/10/2021 03:09:17 a. m.
-0.04053745,0.08309556,-0.1215257,0.1051512,03/10/2021 03:09:17 a. m.
-0.04004592,0.08015501,-0.1217169,0.0953605,03/10/2021 03:09:17 a. m.
-0.03954991,0.0791323,-0.1225844,0.0981852,03/10/2021 03:09:17 a. m.
-0.03871587,0.07899428,-0.1232216,0.1036248,03/10/2021 03:09:17 a. m.
