x,y,z,Tiempo,time stamp
-0.03410447,0.07080462,-0.0974938,0.0998018,03/10/2021 03:30:15 a. m.
-0.03334147,0.07069487,-0.09690617,0.1027449,03/10/2021 03:30:15 a. m.
-0.03324563,0.07047745,-0.0969245,0.0973445,03/10/2021 03:30:15 a. m.
-0.03329354,0.07058615,-0.09691535,0.10215,03/10/2021 03:30:16 a. m.
-0.03185965,0.07070101,-0.09690566,0.1016021,03/10/2021 03:30:16 a. m.
-0.02883274,0.07070094,-0.09750295,0.0957503,03/10/2021 03:30:16 a. m.
-0.02590478,0.07261076,-0.09851539,0.104479,03/10/2021 03:30:16 a. m.
-0.02241565,0.07489594,-0.09946072,0.0986117,03/10/2021 03:30:16 a. m.
-0.01810232,0.07728571,-0.1020861,0.0968219,03/10/2021 03:30:16 a. m.
-0.01467414,0.08007161,-0.1057118,0.1010591,03/10/2021 03:30:16 a. m.
-0.01092711,0.08232779,-0.1087456,0.1006026,03/10/2021 03:30:16 a. m.
-0.008879896,0.08468039,-0.11112,0.0994145,03/10/2021 03:30:16 a. m.
-0.00590473,0.08655336,-0.1118596,0.0991427,03/10/2021 03:30:16 a. m.
-0.002271775,0.08731609,-0.1117046,0.1048042,03/10/2021 03:30:17 a. m.
0.001301717,0.08721531,-0.1122764,0.0974767,03/10/2021 03:30:17 a. m.
0.003848344,0.0861566,-0.1124959,0.0992102,03/10/2021 03:30:17 a. m.
0.007570595,0.08352814,-0.1124746,0.1025065,03/10/2021 03:30:17 a. m.
0.01154818,0.07937125,-0.1121564,0.0964999,03/10/2021 03:30:17 a. m.
0.0129953,0.07718483,-0.1108185,0.1013527,03/10/2021 03:30:17 a. m.
0.01354432,0.07482728,-0.1088713,0.0999093,03/10/2021 03:30:17 a. m.
0.01502128,0.07369717,-0.1060814,0.0982821,03/10/2021 03:30:17 a. m.
0.0171196,0.07310054,-0.1031958,0.1006514,03/10/2021 03:30:17 a. m.
0.01799703,0.07169081,-0.1009854,0.0982845,03/10/2021 03:30:17 a. m.
0.01828951,0.0711853,-0.09984608,0.1027022,03/10/2021 03:30:18 a. m.
0.01821639,0.07121661,-0.09924582,0.0983594,03/10/2021 03:30:18 a. m.
0.01821639,0.07127888,-0.09983636,0.10196,03/10/2021 03:30:18 a. m.
0.01821639,0.07134346,-0.1004267,0.1007821,03/10/2021 03:30:18 a. m.
0.01828951,0.07131682,-0.1010272,0.0957372,03/10/2021 03:30:18 a. m.
0.01821639,0.07147948,-0.1016065,0.1021119,03/10/2021 03:30:18 a. m.
0.01905473,0.071679,-0.1015835,0.1016509,03/10/2021 03:30:18 a. m.
0.01858199,0.07087576,-0.1004771,0.102075,03/10/2021 03:30:18 a. m.
0.01828951,0.07106296,-0.098664,0.098963,03/10/2021 03:30:18 a. m.
